LOYALTY_CARD_#,LIFESTAGE,PREMIUM_CUSTOMER
138246,Older Families,Premium
139013,Older Singles/Couples,Premium
139018,Young Singles/Couples,Premium
139037,Older Singles/Couples,Mainstream
139039,Older Families,Budget
139046,Young Singles/Couples,Budget
139068,Young Singles/Couples,Premium
139110,Young Singles/Couples,Mainstream
139113,Older Families,Budget
139128,Older Singles/Couples,Mainstream
139146,Retirees,Mainstream
139157,Older Singles/Couples,Mainstream
139160,Young Singles/Couples,Premium
139162,Young Singles/Couples,Premium
139163,Older Singles/Couples,Premium
139164,Retirees,Premium
139165,Retirees,Mainstream
139166,Older Singles/Couples,Mainstream
139169,Retirees,Budget
139191,Retirees,Mainstream
139205,Midage Singles/Couples,Premium
139207,Young Singles/Couples,Mainstream
139217,Retirees,Premium
139218,Midage Singles/Couples,Mainstream
139235,Young Singles/Couples,Premium
139243,Young Singles/Couples,Budget
139249,Older Singles/Couples,Premium
139260,Young Singles/Couples,Budget
139261,Young Families,Budget
139263,Young Singles/Couples,Premium
139265,Young Singles/Couples,Premium
139270,Older Families,Mainstream
139277,Young Singles/Couples,Mainstream
139278,Young Singles/Couples,Budget
139284,Older Singles/Couples,Budget
139286,Midage Singles/Couples,Mainstream
139298,Young Families,Budget
139299,Older Singles/Couples,Budget
139300,Retirees,Mainstream
139301,Young Singles/Couples,Budget
139302,Young Families,Budget
139303,Young Singles/Couples,Mainstream
139322,Retirees,Budget
139328,Retirees,Mainstream
139337,Older Singles/Couples,Mainstream
139340,Young Singles/Couples,Mainstream
139341,Young Singles/Couples,Premium
139353,Retirees,Budget
139356,Young Families,Premium
139360,Older Families,Budget
139378,Young Families,Budget
139389,Older Singles/Couples,Premium
139407,Retirees,Premium
139410,Young Families,Premium
139419,Young Families,Budget
139438,Young Families,Mainstream
139443,Midage Singles/Couples,Mainstream
139479,Older Singles/Couples,Budget
139489,Retirees,Budget
139490,Retirees,Budget
139492,New Families,Premium
140003,Young Singles/Couples,Mainstream
140011,Young Singles/Couples,Mainstream
140034,Older Singles/Couples,Budget
140037,Midage Singles/Couples,Budget
140039,Older Singles/Couples,Budget
140047,Older Singles/Couples,Budget
140073,Retirees,Mainstream
140074,New Families,Budget
140080,Young Families,Mainstream
140091,Retirees,Mainstream
140110,New Families,Mainstream
140115,Retirees,Mainstream
140133,Older Families,Budget
140149,Young Singles/Couples,Mainstream
140156,New Families,Budget
140159,Young Singles/Couples,Budget
140169,Young Singles/Couples,Mainstream
140170,Young Families,Budget
140182,Young Singles/Couples,Premium
140212,Young Singles/Couples,Budget
140218,New Families,Mainstream
140229,Older Families,Budget
140240,Midage Singles/Couples,Budget
140243,Midage Singles/Couples,Mainstream
140250,Young Singles/Couples,Mainstream
140255,Older Families,Budget
140277,Midage Singles/Couples,Budget
140279,Young Families,Budget
140287,Retirees,Premium
140288,Older Families,Premium
140290,Midage Singles/Couples,Budget
140293,Young Singles/Couples,Mainstream
140299,Retirees,Mainstream
140300,Young Singles/Couples,Budget
140304,Older Singles/Couples,Premium
140319,Older Families,Mainstream
140320,Young Singles/Couples,Mainstream
140331,Young Singles/Couples,Premium
140358,Young Families,Budget
140372,Young Singles/Couples,Budget
140375,Retirees,Mainstream
140386,Midage Singles/Couples,Mainstream
140388,Young Singles/Couples,Mainstream
140404,Young Singles/Couples,Premium
140415,Older Singles/Couples,Premium
140416,Older Singles/Couples,Budget
140425,Young Singles/Couples,Budget
140460,Young Singles/Couples,Budget
140462,Young Singles/Couples,Budget
140469,Retirees,Mainstream
140487,New Families,Budget
140490,Older Singles/Couples,Budget
140491,Retirees,Mainstream
140492,Midage Singles/Couples,Premium
140497,Retirees,Mainstream
140501,Older Families,Budget
141000,Young Singles/Couples,Mainstream
141001,Older Families,Premium
141002,Young Singles/Couples,Premium
141003,Retirees,Mainstream
141005,Older Singles/Couples,Budget
141006,Young Singles/Couples,Premium
141007,Older Families,Budget
141008,Older Families,Budget
141010,New Families,Mainstream
141011,Retirees,Mainstream
141012,Older Families,Budget
141013,Young Singles/Couples,Mainstream
141014,Older Singles/Couples,Premium
141015,Midage Singles/Couples,Premium
141016,Young Singles/Couples,Mainstream
141020,Young Singles/Couples,Mainstream
141021,Retirees,Budget
141022,Young Singles/Couples,Mainstream
141023,Retirees,Premium
141024,Older Singles/Couples,Budget
141025,Older Families,Premium
141026,Older Singles/Couples,Budget
141028,Young Singles/Couples,Mainstream
141029,Midage Singles/Couples,Mainstream
141030,Retirees,Budget
141031,Older Families,Premium
141033,Young Families,Mainstream
141034,New Families,Mainstream
141035,Older Singles/Couples,Budget
141036,Young Singles/Couples,Budget
141037,Young Families,Budget
141038,Older Families,Budget
141042,Older Singles/Couples,Budget
141043,Older Singles/Couples,Mainstream
141046,Young Singles/Couples,Mainstream
141049,Retirees,Mainstream
141050,Older Singles/Couples,Premium
141051,Young Singles/Couples,Mainstream
141053,Young Singles/Couples,Mainstream
141054,Midage Singles/Couples,Mainstream
141055,Older Families,Mainstream
141056,Young Singles/Couples,Budget
141057,Young Singles/Couples,Premium
141058,Young Families,Premium
141059,Older Families,Premium
141061,Older Singles/Couples,Premium
141063,Young Singles/Couples,Mainstream
141064,Retirees,Premium
141066,Retirees,Mainstream
141067,Young Singles/Couples,Mainstream
141069,Young Singles/Couples,Budget
141070,Young Singles/Couples,Budget
141071,Young Singles/Couples,Mainstream
141073,Older Singles/Couples,Premium
141075,Older Singles/Couples,Mainstream
141076,Older Families,Premium
141077,Young Families,Mainstream
141078,Older Singles/Couples,Premium
141079,New Families,Mainstream
141080,Young Singles/Couples,Premium
141081,Retirees,Mainstream
141082,New Families,Budget
141083,Retirees,Mainstream
141084,Young Singles/Couples,Premium
141086,Older Families,Mainstream
141087,New Families,Premium
141088,Young Singles/Couples,Mainstream
141090,Young Singles/Couples,Mainstream
141091,Retirees,Budget
141092,Young Singles/Couples,Budget
141093,Young Families,Mainstream
141094,Older Families,Premium
141095,Retirees,Premium
141096,Retirees,Premium
141101,Midage Singles/Couples,Mainstream
141102,Young Singles/Couples,Mainstream
141103,Retirees,Budget
141104,Older Singles/Couples,Premium
141107,Older Families,Mainstream
141108,Retirees,Premium
141109,Young Singles/Couples,Mainstream
141110,Young Singles/Couples,Budget
141111,Retirees,Mainstream
141112,Young Singles/Couples,Mainstream
141115,Young Families,Premium
141116,Young Singles/Couples,Premium
141117,Young Singles/Couples,Premium
141118,New Families,Budget
141119,Young Families,Premium
141121,Young Singles/Couples,Premium
141122,Young Singles/Couples,Mainstream
141123,Young Families,Budget
141124,Older Singles/Couples,Budget
141128,Retirees,Mainstream
141129,Older Singles/Couples,Mainstream
141130,Older Families,Budget
141132,Older Singles/Couples,Premium
141133,Retirees,Premium
141135,Retirees,Budget
141136,Young Singles/Couples,Mainstream
141137,Midage Singles/Couples,Mainstream
141138,Midage Singles/Couples,Premium
141139,Older Families,Mainstream
141140,Older Families,Budget
141141,Young Singles/Couples,Mainstream
141143,Young Families,Budget
141145,Young Singles/Couples,Mainstream
141147,Older Singles/Couples,Budget
141148,Retirees,Premium
141149,Young Singles/Couples,Mainstream
141153,Young Singles/Couples,Mainstream
141156,Midage Singles/Couples,Premium
141158,Young Singles/Couples,Budget
141159,Retirees,Mainstream
141160,Young Families,Mainstream
141161,Older Families,Mainstream
141162,Young Families,Premium
141163,Retirees,Mainstream
141165,Retirees,Premium
141166,Retirees,Premium
141167,Midage Singles/Couples,Mainstream
141171,Older Singles/Couples,Budget
141172,Older Singles/Couples,Mainstream
141174,New Families,Premium
141175,Older Singles/Couples,Budget
141176,New Families,Mainstream
141177,Midage Singles/Couples,Budget
141178,Young Singles/Couples,Premium
141179,Young Families,Budget
141181,Older Families,Premium
141182,Young Singles/Couples,Mainstream
141184,Older Singles/Couples,Budget
141187,Young Singles/Couples,Mainstream
141189,Midage Singles/Couples,Premium
141190,Young Singles/Couples,Mainstream
141192,Older Families,Premium
141195,Retirees,Premium
141196,Young Singles/Couples,Mainstream
141198,Older Families,Mainstream
141201,Older Families,Mainstream
141202,Young Singles/Couples,Mainstream
141203,Young Singles/Couples,Premium
141204,Young Singles/Couples,Budget
141206,Young Singles/Couples,Budget
141207,Older Families,Budget
141208,Older Singles/Couples,Mainstream
141209,Young Families,Mainstream
141211,Retirees,Budget
141214,Young Singles/Couples,Mainstream
141215,Young Singles/Couples,Mainstream
141217,New Families,Budget
141218,Young Families,Mainstream
141219,Older Singles/Couples,Budget
141221,Older Singles/Couples,Budget
141222,Retirees,Mainstream
141223,Older Families,Mainstream
141224,Older Families,Premium
141225,Retirees,Mainstream
141226,Young Singles/Couples,Mainstream
141227,Young Singles/Couples,Mainstream
141228,Young Singles/Couples,Mainstream
141229,Retirees,Mainstream
141230,Young Singles/Couples,Mainstream
141231,Young Singles/Couples,Mainstream
141232,Young Singles/Couples,Premium
141236,Retirees,Mainstream
141237,Young Families,Premium
141238,Retirees,Budget
141239,New Families,Budget
141240,Midage Singles/Couples,Mainstream
141241,Young Singles/Couples,Mainstream
141242,Older Families,Budget
141243,Young Families,Mainstream
141244,Young Families,Budget
141246,Older Singles/Couples,Mainstream
141247,Young Singles/Couples,Mainstream
141248,Older Singles/Couples,Premium
141249,Older Families,Mainstream
141250,Older Singles/Couples,Mainstream
141251,Young Singles/Couples,Mainstream
141252,Older Families,Mainstream
141253,Older Families,Premium
141255,Young Singles/Couples,Mainstream
141257,Young Singles/Couples,Mainstream
141258,Midage Singles/Couples,Mainstream
141260,Retirees,Budget
141261,Older Singles/Couples,Premium
141263,Older Singles/Couples,Premium
141264,Older Singles/Couples,Budget
141267,Young Singles/Couples,Mainstream
141268,Older Singles/Couples,Budget
141270,Retirees,Mainstream
141271,Young Singles/Couples,Premium
141272,Young Singles/Couples,Budget
141274,Retirees,Budget
141275,Older Singles/Couples,Premium
141276,Older Singles/Couples,Mainstream
141277,Midage Singles/Couples,Mainstream
141278,Young Singles/Couples,Mainstream
141279,Retirees,Budget
141280,Older Singles/Couples,Mainstream
141281,Retirees,Mainstream
141283,Young Singles/Couples,Mainstream
141284,Older Singles/Couples,Budget
141285,New Families,Mainstream
141286,Retirees,Budget
141288,Retirees,Premium
141289,Young Families,Premium
141290,Midage Singles/Couples,Mainstream
141291,New Families,Budget
141293,Older Families,Mainstream
141294,Young Singles/Couples,Mainstream
141296,Young Singles/Couples,Mainstream
141297,Young Singles/Couples,Mainstream
141298,Older Families,Premium
141301,Retirees,Budget
141303,Young Singles/Couples,Mainstream
141304,Midage Singles/Couples,Mainstream
141306,Retirees,Mainstream
141308,Retirees,Mainstream
141309,Retirees,Premium
141310,Retirees,Budget
141311,Young Singles/Couples,Budget
141312,Older Families,Budget
141313,Young Families,Mainstream
141314,Older Families,Budget
141315,Young Singles/Couples,Mainstream
141317,Midage Singles/Couples,Mainstream
141318,Older Singles/Couples,Mainstream
141319,Young Singles/Couples,Mainstream
141320,Young Singles/Couples,Mainstream
141321,Retirees,Mainstream
141322,Older Singles/Couples,Premium
141323,Young Families,Budget
141324,Young Families,Budget
141325,Retirees,Budget
141326,Young Families,Budget
141327,Retirees,Mainstream
141328,Young Families,Mainstream
141330,Older Families,Premium
141332,Young Singles/Couples,Budget
141333,Young Singles/Couples,Premium
141335,Midage Singles/Couples,Mainstream
141336,Midage Singles/Couples,Mainstream
141337,Older Singles/Couples,Premium
141338,Older Singles/Couples,Budget
141339,Retirees,Mainstream
141341,Midage Singles/Couples,Mainstream
141342,Retirees,Mainstream
141344,Retirees,Mainstream
141345,Midage Singles/Couples,Budget
141346,Young Families,Budget
141347,Older Singles/Couples,Premium
141348,Young Singles/Couples,Mainstream
141349,Young Singles/Couples,Budget
141352,Older Singles/Couples,Mainstream
141353,Older Families,Mainstream
141354,Young Singles/Couples,Mainstream
141355,Young Singles/Couples,Premium
141356,Young Singles/Couples,Mainstream
141357,Young Singles/Couples,Budget
141358,Young Singles/Couples,Mainstream
141359,Older Singles/Couples,Premium
141362,Older Singles/Couples,Budget
141363,Young Singles/Couples,Mainstream
141365,New Families,Mainstream
141366,Older Singles/Couples,Budget
141368,Young Singles/Couples,Mainstream
141369,Young Families,Mainstream
142000,Older Families,Budget
142002,Midage Singles/Couples,Budget
142003,Young Singles/Couples,Mainstream
142004,Young Singles/Couples,Mainstream
142005,Young Singles/Couples,Mainstream
142006,Older Singles/Couples,Premium
142007,Young Singles/Couples,Mainstream
142008,Young Families,Budget
142009,Retirees,Premium
142010,Older Singles/Couples,Premium
142012,Young Singles/Couples,Mainstream
142013,Older Singles/Couples,Premium
142014,Older Families,Budget
142015,Older Singles/Couples,Mainstream
142016,New Families,Mainstream
142018,Retirees,Mainstream
142019,Older Singles/Couples,Premium
142021,Young Singles/Couples,Budget
142022,Older Families,Premium
142023,Retirees,Mainstream
142024,Midage Singles/Couples,Mainstream
142025,Young Singles/Couples,Mainstream
142028,Young Singles/Couples,Mainstream
142030,Older Families,Budget
142031,Older Singles/Couples,Mainstream
142032,Older Singles/Couples,Mainstream
142033,Older Singles/Couples,Mainstream
142034,Older Singles/Couples,Premium
142035,Retirees,Mainstream
142036,Retirees,Mainstream
142037,Older Singles/Couples,Mainstream
142038,Young Singles/Couples,Mainstream
142039,Young Singles/Couples,Budget
142040,Older Singles/Couples,Premium
142041,Older Families,Budget
142043,Retirees,Budget
142044,Young Singles/Couples,Premium
142045,Young Singles/Couples,Mainstream
142046,Young Singles/Couples,Mainstream
142047,Older Singles/Couples,Premium
142048,Young Singles/Couples,Mainstream
142049,Young Families,Mainstream
142050,Older Families,Budget
142051,Young Singles/Couples,Mainstream
142052,Older Singles/Couples,Budget
142053,Young Singles/Couples,Mainstream
142056,Older Singles/Couples,Premium
142057,Retirees,Mainstream
142058,Retirees,Mainstream
142059,Young Singles/Couples,Budget
142060,Young Singles/Couples,Premium
142061,Retirees,Mainstream
142062,Retirees,Premium
142063,Older Singles/Couples,Mainstream
142064,Retirees,Budget
142066,Retirees,Budget
142067,Older Singles/Couples,Budget
142068,New Families,Mainstream
142069,Retirees,Budget
142070,Older Families,Premium
142071,Young Singles/Couples,Mainstream
142073,Retirees,Mainstream
142074,Older Singles/Couples,Mainstream
142075,Young Singles/Couples,Premium
142076,Young Singles/Couples,Budget
142077,Older Families,Budget
142079,Midage Singles/Couples,Mainstream
142080,Young Singles/Couples,Premium
142082,Retirees,Premium
142083,Retirees,Mainstream
142084,Young Singles/Couples,Mainstream
142087,Retirees,Premium
142088,Young Singles/Couples,Premium
142089,Older Families,Mainstream
142090,Older Families,Budget
142091,Young Singles/Couples,Premium
142092,Young Singles/Couples,Budget
142093,Older Families,Premium
142094,Older Families,Mainstream
142095,Midage Singles/Couples,Mainstream
142096,Retirees,Premium
142097,Midage Singles/Couples,Mainstream
142098,Retirees,Premium
142099,Young Singles/Couples,Mainstream
142100,Young Singles/Couples,Mainstream
142101,Older Singles/Couples,Premium
142102,Older Singles/Couples,Budget
142103,Retirees,Budget
142104,Young Singles/Couples,Mainstream
142105,Young Singles/Couples,Budget
142106,Young Families,Budget
142107,Young Singles/Couples,Mainstream
142109,Young Singles/Couples,Mainstream
142110,Older Singles/Couples,Premium
142111,Young Singles/Couples,Mainstream
142112,Young Families,Mainstream
142113,Older Families,Budget
142114,Midage Singles/Couples,Mainstream
142115,Young Singles/Couples,Premium
142116,Retirees,Premium
142117,Older Singles/Couples,Mainstream
142118,Older Families,Budget
142119,Young Families,Mainstream
142120,Older Families,Mainstream
142121,Retirees,Budget
142122,Retirees,Mainstream
142123,Midage Singles/Couples,Budget
142124,Midage Singles/Couples,Mainstream
142126,Young Singles/Couples,Mainstream
142127,Retirees,Premium
142128,Young Singles/Couples,Mainstream
142130,Older Families,Budget
142131,Retirees,Mainstream
142132,Young Singles/Couples,Mainstream
142133,Older Singles/Couples,Premium
142134,Older Families,Mainstream
142135,Midage Singles/Couples,Mainstream
142136,Young Families,Budget
142137,Young Singles/Couples,Budget
142138,Retirees,Mainstream
142139,Midage Singles/Couples,Mainstream
142140,Young Singles/Couples,Mainstream
142141,Young Families,Premium
142142,Retirees,Premium
142143,Young Singles/Couples,Mainstream
142145,Young Singles/Couples,Mainstream
142146,Young Singles/Couples,Mainstream
142147,Midage Singles/Couples,Premium
142148,Retirees,Mainstream
142151,Young Singles/Couples,Budget
142152,Older Singles/Couples,Premium
142153,Midage Singles/Couples,Premium
142155,Older Singles/Couples,Premium
142156,Young Families,Budget
142157,Older Singles/Couples,Premium
142160,Young Singles/Couples,Mainstream
142161,Retirees,Mainstream
142163,Older Families,Premium
142164,Older Singles/Couples,Budget
142165,Retirees,Premium
142166,New Families,Premium
142167,Young Singles/Couples,Budget
142168,Older Families,Mainstream
142169,Older Singles/Couples,Budget
142170,Older Families,Budget
142172,Older Families,Mainstream
142173,Older Singles/Couples,Premium
142174,Retirees,Mainstream
142175,Older Singles/Couples,Premium
142176,New Families,Mainstream
142177,Young Singles/Couples,Mainstream
142178,Young Families,Premium
142179,Retirees,Premium
142180,Older Families,Budget
142181,Older Families,Premium
142182,Young Families,Premium
142183,New Families,Mainstream
142184,Young Singles/Couples,Premium
142186,Retirees,Mainstream
142189,Retirees,Budget
142190,Young Singles/Couples,Premium
142191,Young Singles/Couples,Mainstream
142192,Young Families,Budget
142193,Retirees,Mainstream
142195,Young Singles/Couples,Mainstream
142196,Young Singles/Couples,Mainstream
142197,Retirees,Mainstream
142198,Young Singles/Couples,Mainstream
142199,Older Singles/Couples,Budget
142200,Retirees,Premium
142201,Retirees,Mainstream
142202,Retirees,Mainstream
142203,New Families,Budget
142204,Young Singles/Couples,Mainstream
142207,New Families,Mainstream
142209,Young Families,Premium
142210,Retirees,Mainstream
142211,Young Families,Mainstream
142213,Young Families,Mainstream
142214,Older Singles/Couples,Mainstream
142215,Retirees,Mainstream
142216,Midage Singles/Couples,Mainstream
142218,Older Singles/Couples,Mainstream
142219,Young Families,Mainstream
142220,Older Singles/Couples,Mainstream
142221,Older Singles/Couples,Budget
142222,Retirees,Premium
142223,Older Singles/Couples,Mainstream
142224,Older Families,Budget
142226,Young Singles/Couples,Mainstream
142227,Midage Singles/Couples,Premium
142228,Older Singles/Couples,Budget
142229,Older Singles/Couples,Mainstream
142230,Retirees,Premium
142231,Midage Singles/Couples,Mainstream
142232,Young Families,Budget
142233,Young Families,Budget
142235,Older Singles/Couples,Premium
142236,Midage Singles/Couples,Budget
142237,Midage Singles/Couples,Mainstream
142238,Young Singles/Couples,Mainstream
142239,Young Singles/Couples,Premium
142240,Young Families,Premium
142241,Retirees,Premium
142242,Midage Singles/Couples,Mainstream
142243,Retirees,Mainstream
142244,Older Singles/Couples,Budget
142245,Young Singles/Couples,Premium
142246,Older Singles/Couples,Budget
142247,Retirees,Mainstream
142248,Older Families,Mainstream
142249,Older Singles/Couples,Premium
142252,Retirees,Mainstream
142253,Young Singles/Couples,Mainstream
142254,Older Singles/Couples,Premium
142255,Young Singles/Couples,Premium
142256,Young Singles/Couples,Mainstream
142257,Young Singles/Couples,Mainstream
142258,Retirees,Budget
142260,Older Singles/Couples,Budget
142261,Young Families,Premium
142262,Young Singles/Couples,Budget
142263,Young Families,Premium
142264,Young Singles/Couples,Premium
142268,Retirees,Mainstream
142269,Older Singles/Couples,Mainstream
142271,Midage Singles/Couples,Budget
142272,Retirees,Premium
142273,Older Families,Budget
142274,Older Singles/Couples,Mainstream
142275,Retirees,Budget
142276,Young Singles/Couples,Mainstream
142277,Older Families,Budget
142278,Older Families,Budget
142279,Young Singles/Couples,Mainstream
142280,Young Singles/Couples,Budget
142281,New Families,Mainstream
142282,Young Singles/Couples,Mainstream
142283,Retirees,Budget
142284,Midage Singles/Couples,Mainstream
142285,Older Families,Mainstream
142286,Midage Singles/Couples,Mainstream
142287,Young Singles/Couples,Mainstream
142289,Older Families,Mainstream
142290,Retirees,Mainstream
142291,Older Singles/Couples,Budget
142293,Older Families,Premium
142294,Retirees,Mainstream
142295,Young Singles/Couples,Mainstream
142296,Older Families,Premium
142298,Young Singles/Couples,Mainstream
142299,Young Families,Premium
142300,Young Families,Budget
142301,Midage Singles/Couples,Premium
142302,New Families,Budget
142304,Young Singles/Couples,Budget
142305,Young Families,Mainstream
142306,Young Families,Premium
142307,Retirees,Premium
142308,Midage Singles/Couples,Mainstream
142309,Older Singles/Couples,Mainstream
142310,Midage Singles/Couples,Mainstream
142311,Older Singles/Couples,Premium
142313,Young Families,Budget
142314,Older Singles/Couples,Mainstream
142315,Retirees,Premium
142316,Young Families,Mainstream
142317,Retirees,Budget
142321,Midage Singles/Couples,Budget
142322,Young Singles/Couples,Mainstream
142324,Young Families,Mainstream
142325,Older Families,Premium
142327,Young Singles/Couples,Mainstream
142328,Older Singles/Couples,Mainstream
142331,Retirees,Premium
142332,Midage Singles/Couples,Budget
142333,Older Families,Mainstream
142335,Young Singles/Couples,Mainstream
142336,Young Singles/Couples,Budget
142337,Young Families,Mainstream
142338,Young Singles/Couples,Mainstream
142339,Older Families,Budget
142340,Young Singles/Couples,Budget
142341,Young Singles/Couples,Mainstream
142343,New Families,Premium
142345,Midage Singles/Couples,Budget
142347,Young Singles/Couples,Mainstream
142348,Older Families,Mainstream
142350,Midage Singles/Couples,Mainstream
142351,Retirees,Premium
142352,Young Families,Premium
142354,Midage Singles/Couples,Budget
142356,Older Families,Mainstream
142357,New Families,Budget
142359,Midage Singles/Couples,Mainstream
142360,Young Singles/Couples,Budget
142361,Midage Singles/Couples,Mainstream
142362,Young Singles/Couples,Budget
142363,Young Singles/Couples,Mainstream
142364,Midage Singles/Couples,Budget
142366,Older Singles/Couples,Mainstream
142367,Older Singles/Couples,Premium
142370,Young Families,Budget
142371,Retirees,Mainstream
142372,Older Singles/Couples,Premium
142373,Young Singles/Couples,Budget
142374,Retirees,Premium
142375,Young Singles/Couples,Mainstream
142377,Midage Singles/Couples,Budget
142378,Young Singles/Couples,Mainstream
142379,Young Singles/Couples,Mainstream
142380,Young Singles/Couples,Mainstream
142381,Retirees,Mainstream
142382,Midage Singles/Couples,Budget
142383,Retirees,Mainstream
143000,Older Singles/Couples,Premium
143001,Young Singles/Couples,Budget
143002,Young Families,Budget
143003,Retirees,Budget
143005,Older Singles/Couples,Budget
143006,Young Singles/Couples,Budget
143008,Young Singles/Couples,Mainstream
143009,Retirees,Mainstream
143010,Young Families,Mainstream
143011,New Families,Mainstream
143014,Midage Singles/Couples,Premium
143015,Young Singles/Couples,Mainstream
143016,Young Singles/Couples,Budget
143017,Older Singles/Couples,Mainstream
143018,Young Singles/Couples,Premium
143019,Older Singles/Couples,Premium
143021,Retirees,Mainstream
143022,Retirees,Premium
143023,Young Singles/Couples,Mainstream
143024,Midage Singles/Couples,Mainstream
143025,Retirees,Premium
143026,Young Families,Budget
143027,Young Families,Premium
143028,Young Singles/Couples,Budget
143029,Older Singles/Couples,Premium
143030,Young Singles/Couples,Mainstream
143031,Older Singles/Couples,Budget
143032,Young Families,Budget
143033,Young Singles/Couples,Mainstream
143034,Young Singles/Couples,Budget
143036,Older Families,Budget
143039,Retirees,Premium
143043,Retirees,Budget
143045,Young Singles/Couples,Mainstream
143046,New Families,Budget
143047,Young Singles/Couples,Premium
143048,Young Singles/Couples,Budget
143049,Retirees,Mainstream
143050,Older Singles/Couples,Premium
143051,Retirees,Mainstream
143052,Midage Singles/Couples,Mainstream
143053,Retirees,Premium
143054,Retirees,Budget
143055,Retirees,Premium
143057,Young Singles/Couples,Mainstream
143058,Retirees,Mainstream
143059,Older Singles/Couples,Mainstream
143061,Young Families,Budget
143062,Young Singles/Couples,Mainstream
143063,Older Singles/Couples,Budget
143067,Young Singles/Couples,Mainstream
143070,Young Singles/Couples,Premium
143071,Retirees,Premium
143073,Retirees,Premium
143074,Retirees,Premium
143075,Midage Singles/Couples,Premium
143076,Young Families,Budget
143077,Older Singles/Couples,Premium
143078,New Families,Budget
143079,Midage Singles/Couples,Premium
143080,Retirees,Budget
143081,Young Singles/Couples,Mainstream
143083,Young Singles/Couples,Mainstream
143084,Older Singles/Couples,Mainstream
143085,Older Singles/Couples,Budget
143086,Young Singles/Couples,Mainstream
143088,Young Singles/Couples,Mainstream
143092,Young Singles/Couples,Budget
143093,Young Singles/Couples,Mainstream
143094,Young Singles/Couples,Mainstream
143095,Retirees,Budget
143096,Older Families,Budget
143097,Older Singles/Couples,Premium
143098,Young Singles/Couples,Mainstream
143099,Young Singles/Couples,Mainstream
143100,Older Families,Premium
143102,Older Families,Budget
143103,Older Families,Mainstream
143104,Midage Singles/Couples,Mainstream
143105,Older Singles/Couples,Budget
143106,Retirees,Premium
143107,Older Singles/Couples,Mainstream
143108,Retirees,Mainstream
143109,Older Singles/Couples,Premium
143110,Retirees,Mainstream
143111,Young Singles/Couples,Premium
143112,Young Families,Mainstream
143113,Retirees,Budget
143114,Young Singles/Couples,Mainstream
143115,Young Singles/Couples,Mainstream
143117,Retirees,Mainstream
143118,Older Singles/Couples,Budget
143119,Retirees,Budget
143121,Young Families,Mainstream
143122,Young Singles/Couples,Mainstream
143123,Retirees,Mainstream
143124,Midage Singles/Couples,Mainstream
143125,Retirees,Mainstream
143127,Retirees,Budget
143129,Older Families,Budget
143130,Young Singles/Couples,Budget
143131,Retirees,Premium
143132,Retirees,Premium
143133,Older Families,Premium
143134,Older Singles/Couples,Budget
143135,Young Families,Budget
143136,Young Singles/Couples,Budget
143137,Young Singles/Couples,Mainstream
143139,Young Singles/Couples,Budget
143140,Young Singles/Couples,Mainstream
143143,Older Singles/Couples,Premium
143145,Young Singles/Couples,Budget
143147,Young Singles/Couples,Mainstream
143148,Young Families,Mainstream
143149,Older Families,Mainstream
143150,Older Families,Budget
143152,Young Singles/Couples,Mainstream
143153,Retirees,Budget
143155,Young Families,Premium
143156,Midage Singles/Couples,Premium
143157,Young Families,Budget
143159,Midage Singles/Couples,Premium
143160,Young Singles/Couples,Mainstream
143163,Retirees,Premium
143164,Young Families,Mainstream
143166,Young Families,Budget
143167,Older Singles/Couples,Budget
143168,Older Singles/Couples,Budget
143169,Young Singles/Couples,Mainstream
143170,Older Singles/Couples,Budget
143172,Young Singles/Couples,Mainstream
143173,Retirees,Mainstream
143174,Young Singles/Couples,Mainstream
143175,Older Singles/Couples,Mainstream
143176,Young Singles/Couples,Mainstream
143177,Young Singles/Couples,Mainstream
143178,Young Singles/Couples,Mainstream
143179,Midage Singles/Couples,Budget
143181,Midage Singles/Couples,Premium
143182,Older Singles/Couples,Budget
143183,Young Singles/Couples,Mainstream
143185,Young Singles/Couples,Mainstream
143186,Retirees,Budget
143188,Older Singles/Couples,Budget
143190,Young Singles/Couples,Budget
143192,Young Families,Mainstream
143193,Retirees,Budget
143194,Older Families,Mainstream
143195,Midage Singles/Couples,Premium
143196,Young Singles/Couples,Premium
143197,Young Singles/Couples,Mainstream
143199,Older Singles/Couples,Premium
143200,New Families,Mainstream
143201,Young Singles/Couples,Premium
143202,Retirees,Mainstream
143203,Retirees,Mainstream
143204,Young Families,Mainstream
143205,New Families,Budget
143206,Midage Singles/Couples,Budget
143208,Young Singles/Couples,Premium
143209,Young Singles/Couples,Mainstream
143210,Young Singles/Couples,Budget
143214,Young Singles/Couples,Mainstream
143215,Retirees,Mainstream
143216,Young Singles/Couples,Mainstream
143217,Older Families,Mainstream
143218,Midage Singles/Couples,Mainstream
143219,Older Singles/Couples,Premium
143221,Young Families,Mainstream
143222,Young Families,Budget
143224,Older Singles/Couples,Budget
143225,Midage Singles/Couples,Budget
143226,Midage Singles/Couples,Premium
143227,Retirees,Mainstream
143228,Retirees,Mainstream
143229,Retirees,Mainstream
143231,Young Families,Mainstream
143232,Retirees,Budget
143233,Retirees,Premium
143234,Midage Singles/Couples,Premium
143237,Retirees,Premium
143238,Young Singles/Couples,Mainstream
143239,Older Singles/Couples,Budget
143240,Retirees,Mainstream
143241,Retirees,Budget
